sample_plot_id,longitude,latitude,起源,郁闭度,林分密度（株每公顷）,平均树高（米）,平均胸径（厘米）,龄组,tree_species_composition,tip1,tip2
43-413263-N-00664,113.53690962339998,27.863857734431594,天然,0.5,2415,6.6,10.5,近熟林,4杉木 3其它硬阔类 2枫香 1油桐 ,针阔混交林,针叶针阔混交林
43-412249-N-00767,113.53061737495358,27.427197292229224,天然,0.6,1290,7.1,8.9,中龄林,10其它硬阔类,阔叶林,其他难燃阔叶林
43-412263-Y-02940,113.55929256886361,27.88178663350798,天然,0.6,2355,9.5,11.1,中龄林,6其它硬阔类 4杉木 ,针阔混交林,针叶针阔混交林
43-413162-Y-03312,113.51411743404364,27.627959316691562,天然,0.7,1920,7.4,9.6,近熟林,5其它硬阔类 4樟木 1马尾松 ,阔叶林,樟木林
43-432261-N-00710,113.45177222590526,27.68424943434943,人天混,0.45,1890,5.4,7.8,中龄林,6杉木 2其它硬阔类 1木荷 1马尾松 ,针阔混交林,针叶针阔混交林
43-422226-Y-03047,113.39675701213146,27.812963295047542,人工,0.5,615,6.6,11,中龄林,10湿地松 ,针叶林,湿地松林
43-422163-Y-03049,113.55934787049974,27.807194591680126,人工,0.7,2820,6.8,10.8,中龄林,6杉木 2其它硬阔类 1油桐 1其它软阔类 ,针阔混交林,针叶针阔混交林
43-422131-Y-03311,113.431887111541,27.631344775810373,人工,0.7,1725,7.3,11.8,中龄林,7杉木 1栎类 1檫木 1马尾松,针叶林,杉木林
43-432263-Y-03572,113.46848582938843,27.45031584947727,人天混,0.65,3345,6,9.1,中龄林,5杉木 3其它硬阔类 2栎类 ,针阔混交林,针叶针阔混交林
43-432149-Y-02885,113.51943236382925,27.918192121914913,人天混,0.7,1725,7.9,12,中龄林,7其它硬阔类 2枣 1杉木,阔叶林,其他难燃阔叶林
43-423261-Y-02939,113.47847387851456,27.882924559863447,人工,0.6,2880,7,11.2,近熟林,6杉木 3其它硬阔类 1马尾松 ,针阔混交林,针叶针阔混交林
43-412261-N-00665,113.57798047417391,27.862724890522024,天然,0.4,180,6.9,10.5,中龄林,6冷杉 2杉木 2其它硬阔类 ,针叶林,杉木林
43-412262-Y-03362,113.39058360196871,27.595704462789865,天然,0.6,480,9,15.3,中龄林,4其它软阔类 3板栗 2栎类 1其它硬阔类 ,阔叶林,其他难燃阔叶林
43-412262-N-00733,113.4902633553649,27.575723463113857,天然,0.6,660,7.1,8.6,中龄林,5樟木 2栎类 2枫香 1其它硬阔类 ,阔叶林,樟木林
43-412263-N-00666,113.61825519908878,27.862591256223386,天然,0.6,975,6.8,11.1,中龄林,6杉木 3其它硬阔类 1枫香 ,针阔混交林,针叶针阔混交林
43-423131-Y-03156,113.47406445842354,27.738659745616623,人工,0.7,2100,6.7,9.1,近熟林,8杉木 1栎类 1其它软阔类 ,针叶林,杉木林
43-412163-Y-02831,113.5614425983538,27.953611769143176,天然,0.7,2250,8.8,13.2,中龄林,6杉木 3其它硬阔类 1檵木 ,针阔混交林,针叶针阔混交林
43-412262-Y-02941,113.64045488464741,27.87990694464355,天然,0.6,540,9,17.3,中龄林,6其它软阔类 4其它硬阔类 ,阔叶林,其他难燃阔叶林
43-423231-Y-02995,113.60046965589507,27.846419974296293,人工,0.65,1905,7.1,11.8,近熟林,7杉木 2其它硬阔类 1樟木 ,针叶林,杉木林
43-432263-Y-02993,113.43696553134482,27.847858137656473,人天混,0.65,1500,6.8,8,中龄林,4杉木 3其它软阔类 2其它硬阔类 1板栗 ,针阔混交林,针叶针阔混交林
43-432231-Y-03464,113.30837632689585,27.524804982454103,人天混,0.65,1170,8.4,14.7,中龄林,8杉木 1樟木 1楠木 ,针叶林,杉木林
43-413249-Y-03466,113.46993221575721,27.522383962934853,天然,0.5,1260,7.5,10.4,近熟林,7其它硬阔类 2枫香 1樟木,阔叶林,其他难燃阔叶林
43-413252-Y-03048,113.47578707058695,27.810526992919165,天然,0.6,570,11.6,22.3,近熟林,7檫木 1油桐 1檵木 1其它硬阔类,阔叶林,其他难燃阔叶林
43-423126-N-00766,113.32533427807911,27.43426369078167,人工,0.7,1590,7.9,13.8,近熟林,9湿地松 1枫香 ,针叶林,湿地松林
43-422249-N-00696,113.37195819607402,27.722110861603078,人工,0.6,1545,8.1,12.6,中龄林,7其它硬阔类 3杉木 ,阔叶林,其他难燃阔叶林
43-412262-N-00724,113.57204267021469,27.610308196620892,天然,0.6,1875,6.9,8.4,中龄林,6其它硬阔类 3马尾松 1樟木 ,针阔混交林,针叶针阔混交林
43-432147-Y-03363,113.47178959292636,27.594461991793665,人天混,0.75,1350,7.3,9.8,中龄林,10木荷 ,阔叶林,其他难燃阔叶林
43-432163-Y-03516,113.26690870570934,27.489899080555354,人天混,0.7,1350,8,12.8,中龄林,6楠木 4杉木 ,针阔混交林,针叶针阔混交林
43-412266-Y-03498,111.81001810781886,27.50618691667104,天然,0.61,2805,11.7,11.6,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-410199-Y-02810,111.85429813231866,27.974830925213418,天然,0.81,,2.1,2.09,幼龄林,4杉3啬薇3八角枫,针阔混交林,针叶针阔混交林
43-423263-Y-03444,111.688749277016,27.54252990443815,人工,0.51,675,8.13,8.7,近熟林,4杉木 3枫香 2樟木 1栎类 ,针阔混交林,针叶针阔混交林
43-410199-Y-02920,111.93498078410585,27.90212087817906,天然,0.71,,2.1,2.5,幼龄林,8其他灌木2竹,竹、灌,竹、灌
43-411263-Y-03189,111.89343625919962,27.72183794660724,天然,0.57,2100,5.96,7.5,幼龄林,5盐肤木 3其它硬阔类 2马尾松 ,竹、灌,竹、灌
43-411231-Y-02916,111.61032318126892,27.903850313360422,天然,0.55,1335,10.35,12.1,幼龄林,7杉木 2马尾松 1檫木 ,针叶林,杉木林
43-411159-Y-02864,111.81365917377593,27.938974895242023,天然,0.71,1935,12.4,13.4,幼龄林,5其它软阔类 3杉木 1马尾松 1栎类,针阔混交林,针叶针阔混交林
43-410399-Y-02972,111.73161000986714,27.86743662936668,天然,0.4,,1.25,0.78,幼龄林,8花椒2其他灌木,竹、灌,竹、灌
43-411249-N-00706,112.277068,27.70049512,天然,0.5,2055,5.8,8.1,幼龄林,9其它硬阔类 1木荷,阔叶林,其他难燃阔叶林
43-412266-Y-03504,112.2958914344651,27.502483297855168,天然,0.65,4050,15.6,13.9,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-412166-Y-03191,112.05479579639095,27.72079399459764,天然,0.75,4185,11.2,10.2,中龄林,8毛竹2阔叶,竹、灌,竹、灌
43-422222-Y-03558,112.3363775,27.46567023,人工,0.6,1815,11,13.1,中龄林,7马2杉1阔,针叶林,马尾松林
43-412262-Y-03613,112.30131,27.433518,天然,0.6,1680,10.9,11.7,中龄林,6其它硬阔类2栎类2枫香,阔叶林,其他难燃阔叶林
43-410181-N-00678,111.34413413547091,27.813906810295347,天然,0.85,,2.2,1.57,幼龄林,10竹灌,竹、灌,竹、灌
43-411244-Y-03026,111.69096788769012,27.831145681613496,天然,0.51,495,11.6,17.2,幼龄林,5其它软阔类 3其它硬阔类 2枫香 ,阔叶林,其他难燃阔叶林
43-412262-Y-03346,112.0945726690602,27.61230501466772,天然,0.68,1530,15.1,12.5,中龄林,5樟木1杉木2马尾松1檵木1其它硬阔,针阔混交林,阔叶针阔混交林
43-412262-N-00741,112.101894,27.55016,天然,0.48,1125,10.9,14.8,中龄林,3栎类5樟木1马尾松1枫香,阔叶林,樟木林
43-412162-Y-03292,111.89243581166016,27.649911905879545,天然,0.71,1515,13.4,14.3,中龄林,4樟木 3酸枣 1枫香 1其它阔叶类 1马尾松,针阔混交林,阔叶针阔混交林
43-412162-Y-03295,112.1354714,27.64849142,天然,0.71,2520,10.3,8.7,中龄林,3栎类 3枫香 2马尾松 1樟木1其它阔叶,阔叶林,其他难燃阔叶林
43-432163-N-00673,111.01973857381859,27.850732303967778,人天混,0.9,2115,13.7,10.4,中龄林,4杉木 3其它硬阔类 1樱桃 1漆树 1栎类,针阔混交林,针叶针阔混交林
43-424122-Y-02690,111.28530990017734,28.04906017684761,人工,0.8,1320,12.4,17.5,成、过熟林,9马尾松 1杉木 ,针叶林,马尾松林
43-432159-Y-03289,111.64921812343427,27.651287551327805,人天混,0.81,2130,10.05,9.9,中龄林,5杉木 5其它软阔类,针阔混交林,针叶针阔混交林
43-412144-Y-03240,111.85253626556182,27.685947383000286,天然,0.82,1425,12.96,16.1,中龄林,8樟木 1马尾松 1其它硬阔类 ,阔叶林,樟木林
43-411141-Y-02517,111.24491210451764,28.157692266418604,天然,0.8,2115,4.9,8.3,幼龄林,10栎类 ,阔叶林,栎类林
43-411141-Y-02811,111.93621286057783,27.974388209842793,天然,0.71,2820,7.88,9.8,幼龄林,5栎类 2其它软阔类 2其它硬阔类 1檵木,阔叶林,栎类林
43-424231-Y-02917,111.69191851726795,27.90415071414493,人工,0.65,2475,10.94,14.7,成、过熟林,9杉木 1檫木 ,针叶林,杉木林
43-411262-Y-03187,111.73059121099885,27.722702966223512,天然,0.65,1545,13.26,16.3,幼龄林,4樟木 3其它软阔类 2栎类 1枫香 ,阔叶林,樟木林
43-422261-N-00675,111.9534158,27.84737905,人工,0.65,2430,12.3,15.9,中龄林,6马尾松 2栎类 1杉木1其它阔叶,针叶林,马尾松林
43-422222-Y-03132,111.5278487654695,27.759719955685743,人工,0.6,1875,10.2,11.5,中龄林,7马尾松 2栎类 1其它软阔类 ,针叶林,马尾松林
43-422131-Y-03136,111.85270576701383,27.758595062762698,人工,0.85,1245,10.7,12.7,中龄林,8杉木 1枫香 1其它硬阔类 ,针叶林,杉木林
43-433262-Y-03184,111.4869829,27.72346756,人天混,0.55,900,11.7,16.7,近熟林,5其它软阔类 5其它硬阔类,阔叶林,其他难燃阔叶林
43-422263-N-00702,111.54694020532773,27.705269840336726,人工,0.65,1110,10.6,9.8,中龄林,4马尾松 4其它硬阔类 2其它软阔类 ,针阔混交林,针叶针阔混交林
43-412252-N-00731,111.42485661150688,27.597410267248986,天然,0.6,465,13.7,18,中龄林,7檫木 1其它硬阔类 1栎类 1枫香,阔叶林,其他难燃阔叶林
43-422231-N-00646,110.97911438431015,27.92292281474003,人工,0.6,1620,9.3,12.5,中龄林,7杉木 3其它软阔类,针叶林,杉木林
43-432163-Y-02909,111.04111915583216,27.90492287446293,人天混,0.7,1710,15.3,12.4,中龄林,6毛竹4杉木,针阔混交林,针叶针阔混交林
43-411259-Y-03186,111.6495616691195,27.723097808373403,天然,0.55,1200,5.95,7.5,幼龄林,9其它软阔类 1樟木 ,阔叶林,其他难燃阔叶林
43-412263-Y-02862,111.6508112709309,27.9396691134068,天然,0.51,750,9.98,12.2,中龄林,6杉木 1檫木 2马尾松 1其它松类,针叶林,杉木林
43-411244-Y-03393,111.72968337750979,27.57832662909035,天然,0.61,855,13.93,16,幼龄林,6樟木 2檫木 1枫香 1油桐,阔叶林,樟木林
43-422161-N-00715,111.78918963691338,27.668523329936964,人工,0.71,2205,11.81,14.1,中龄林,6马尾松 3杉木 1枫香 ,针叶林,马尾松林
43-411222-Y-03552,111.85037499664267,27.47025681781488,天然,0.65,1470,9.97,19.9,幼龄林,7马尾松 1樟木 1其它硬阔类,针叶林,马尾松林
43-411259-Y-03290,111.73066692748459,27.650286792224325,天然,0.51,1665,7.24,9,幼龄林,8其它软阔类 2樟木,阔叶林,其他难燃阔叶林
43-421145-N-00703,111.74970800655191,27.704320399451756,人工,0.81,1875,7.49,5.9,幼龄林,8楠木 2樟木,阔叶林,其他难燃阔叶林
43-412163-Y-03341,111.68960784495646,27.615123390012627,天然,0.7,600,11.99,20.8,中龄林,5马尾松 3樟木,针阔混交林,针叶针阔混交林
43-412262-Y-03395,111.89170967385738,27.577787200392,天然,0.55,795,16.3,46,中龄林,4樟木 2桦木 1枫香 1其它硬阔类,针阔混交林,阔叶针阔混交林
43-411262-N-00622,111.7923561900886,27.992831556986527,天然,0.61,1170,5.21,8.8,幼龄林,5其它硬阔类 2盐肤木 2其它软阔类 1栎类,阔叶林,其他难燃阔叶林
43-413263-Y-02971,111.65104202966877,27.867885444678194,天然,0.69,1650,10.42,14.7,近熟林,4杉木 2檫木 2其它硬阔类 1其它软阔类,针阔混交林,针叶针阔混交林
43-424247-Y-03445,111.7704477071371,27.542507332926057,人工,0.65,2010,9.68,21.8,成、过熟林,7木荷 1檫木 1厚朴 1其它硬阔类,阔叶林,其他难燃阔叶林
43-411259-Y-03239,111.77100951723273,27.686488216335565,天然,0.6,1125,7.95,9.7,幼龄林,9其它软阔类 1其它硬阔类,阔叶林,其他难燃阔叶林
43-411262-Y-02918,111.7723767178754,27.90312786169251,天然,0.61,2130,9.51,10.3,幼龄林,5栎类 4其它软阔类 1其它硬阔类 ,阔叶林,栎类林
43-422222-Y-03614,112.374654,27.42929488,人工,0.65,3135,9.7,11.4,中龄林,9马1阔,针叶林,马尾松林
43-424222-Y-02866,111.97587856238495,27.937975078154764,人工,0.51,1290,11.8,14.8,成、过熟林,9马尾松 1栎类 ,针叶林,马尾松林
43-412263-N-00705,112.03421460909803,27.701413320135913,天然,0.68,1605,13.7,14.4,中龄林,5马尾松1栎类1杉木1枫香2其他硬阔,针阔混交林,针叶针阔混交林
43-412162-N-00723,111.99236170271779,27.630607104505593,天然,0.71,3065,12.1,10.3,中龄林,4栎类 3樟木 1马尾松 1杉木1 其它阔叶类,阔叶林,栎类林
43-422222-Y-03139,112.091114,27.750827,人工,0.65,2550,9.5,10.8,中龄林,10马尾松 ,针叶林,马尾松林
43-410267-N-00740,111.217547982343,27.55952167665735,天然,0.6,,2.5,3.14,中龄林,7山胡椒3杉木,阔叶林,其他难燃阔叶林
43-411262-Y-03449,112.0930909,27.5399191,天然,0.65,2160,9.9,11,幼龄林,4其它硬阔类 3樟木 2马尾松 1其它软阔类,阔叶林,其他难燃阔叶林
43-411249-Y-03337,111.36518741879847,27.616012941203877,天然,0.6,1245,7.5,12.8,幼龄林,7其它硬阔类 2其它软阔类 1樟木 ,阔叶林,其他难燃阔叶林
43-412262-Y-03296,112.20752,27.656075,天然,0.55,930,17.4,20.4,中龄林,6其它硬阔类 3樟木 1杉木,阔叶林,其他难燃阔叶林
43-431262-N-00714,111.5083343,27.66979738,人天混,0.55,855,15.4,23.4,幼龄林,6樟木 3马尾松 1其它软阔类 ,针阔混交林,阔叶针阔混交林
43-413261-Y-03081,111.73117733450249,27.79529538180151,天然,0.65,1740,13.89,17.7,近熟林,7马尾松 2油茶 1樟木 ,针叶林,马尾松林
43-410281-Y-03286,111.4061882362376,27.652067786962963,天然,0.65,,1.6,1.5,幼龄林,8竹2其它灌木,竹、灌,竹、灌
43-412259-N-00649,111.6699295975236,27.92129532611334,天然,0.51,1305,6.72,8.7,中龄林,5其它软阔类 2栎类 2杉木 1马尾松,针阔混交林,针叶针阔混交林
43-412161-Y-02863,111.73204422432497,27.939532053395396,天然,0.72,1320,9.18,15,中龄林,6马尾松 3杉木 1檫木 ,针叶林,马尾松林
43-421231-Y-03083,111.89382486682248,27.794293860411095,人工,0.61,1755,5.1,6.9,幼龄林,7杉木 3樟木 ,针叶林,杉木林
43-411141-N-00634,111.38561184821009,27.958479258403184,天然,0.7,915,5.9,9.5,幼龄林,7栎类 1杉木 1枫香 1马尾松,阔叶林,栎类林
43-411162-Y-03017,110.959910180957,27.833003346964595,天然,0.85,1875,12.7,13.3,幼龄林,3栎类2桦木2木荷1楠木 1杉木1马尾松,针阔混交林,针叶针阔混交林
43-412159-Y-02860,111.48854888122212,27.940610933139247,天然,0.75,1305,10.4,10,中龄林,7其它软阔类 2栎类 1马尾松 ,阔叶林,其他难燃阔叶林
43-412166-Y-03231,111.12246996677408,27.688389235720816,天然,0.9,2895,15,10.2,壮龄竹,7毛竹 2栎类1硬阔,竹、灌,竹、灌
43-412162-N-00621,111.30441338234435,27.994777386243257,天然,0.8,1020,12.7,17.5,中龄林,4其它软阔类 3楝树 3杉木,针阔混交林,针叶针阔混交林
43-410181-Y-02970,111.56915002452773,27.867841475852533,天然,0.8,,2.7,2.11,幼龄林,10竹灌,竹、灌,竹、灌
43-412166-Y-03394,111.81100263152925,27.578281805014793,天然,0.75,15,12.5,7.2,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-412162-Y-03499,111.89102236273196,27.50515046526081,天然,0.85,1245,11.08,16.4,中龄林,5其它硬阔类 3樟木 2马尾松 ,阔叶林,其他难燃阔叶林
43-412162-N-00704,111.87136338798187,27.703608232426795,天然,0.85,315,12.6,17.6,中龄林,8阔叶混 1光皮桦 1棕榈 ,阔叶林,其他难燃阔叶林
43-423231-Y-03073,111.0816240663775,27.797382887676225,人工,0.6,1695,11.2,13.1,近熟林,9杉木 1栎类,针叶林,杉木林
43-411149-N-00633,111.22301153372202,27.958838776069932,天然,0.7,1365,7.6,10.1,幼龄林,7其它硬阔类 2柏木 1杉木,阔叶林,其他难燃阔叶林
43-422131-N-00565,111.34553844859659,28.13905630626266,人工,0.9,1395,12.7,11.4,中龄林,9杉木 1樟木,针叶林,杉木林
43-412262-N-00677,111.30390866727328,27.814303703110248,天然,0.5,975,11.6,9.7,中龄林,3其它硬阔类2樟木1檵木1其它软阔类1油茶（灌）1柏木1盐肤木,阔叶林,其他难燃阔叶林
43-423161-Y-02518,111.3270335363409,28.157024665892187,人工,0.75,2100,11.9,13,近熟林,5马尾松 4杉木 1檫木,针叶林,马尾松林
43-423163-Y-02856,111.163216,27.941255,人工,0.7,1155,11.9,12.9,近熟林,5桤木 4柏木 1楝树,针阔混交林,针叶针阔混交林
43-424131-Y-02963,111.00400001972457,27.866398020156073,人工,0.9,2250,13.9,14.7,成、过熟林,10杉木 ,针叶林,杉木林
43-422132-Y-03126,111.04048307425627,27.76081101808952,人工,0.9,5070,13.4,9.7,中龄林,8柳杉 2杉木 ,针叶林,杉木林
43-432163-Y-03071,110.91906414180119,27.79700248301567,人天混,0.8,1440,8,11.2,中龄林,3桦木 2杉木 2马尾松 1樱桃1其它硬阔类 1榆树,针阔混交林,针叶针阔混交林
43-433263-N-00674,111.58827075267085,27.849479724249786,人天混,0.55,645,12,14.4,近熟林,4其它软阔类4杉木1马尾松 1其它松类,针阔混交林,针叶针阔混交林
43-432263-N-00648,111.46675551794206,27.922133610210302,人天混,0.5,1200,15.4,13.5,中龄林,5马尾松 4其它软阔类 1杉木 ,针阔混交林,针叶针阔混交林
43-423122-Y-02576,111.36672009081929,28.121100970233375,人工,0.8,2190,19.7,14.3,近熟林,9马尾松 1杉木 ,针叶林,马尾松林
43-413262-Y-02861,111.56962987000983,27.9401189796811,天然,0.55,1410,5.1,15.6,近熟林,5棕榈 3桤木 1杉木 1其它硬阔类 ,针阔混交林,针叶针阔混交林
43-410299-Y-02631,111.16341232335456,28.085624764106658,天然,0.6,,1,0.92,幼龄林,7其它灌木3杜茎山,竹、灌,竹、灌
43-412122-Y-02747,111.32578455132,28.013011075844556,天然,0.7,1110,12,14.4,中龄林,7马尾松 1其它硬阔类 1樟木 1柏木,针叶林,马尾松林
43-412122-N-00612,111.58614592903126,27.988282555448823,天然,0.9,3015,8.7,13.8,中龄林,7马尾松 2杉木 1油茶（灌）,针叶林,马尾松林
43-422161-Y-02689,111.20404257077708,28.049249955280224,人工,0.7,1725,9.9,12.4,中龄林,6马尾松 4杉木,针叶林,马尾松林
43-412261-Y-02806,111.52921402758348,27.976329570394647,天然,0.6,1410,10.3,12.7,中龄林,5马尾松 4杉木 1棕榈,针叶林,马尾松林
43-423131-Y-02519,111.40756925350958,28.15739547257568,人工,0.8,1935,13.7,11,近熟林,8杉木 2马尾松 ,针叶林,杉木林
43-422175-N-00660,111.26348679948671,27.886577368418468,人工,0.75,2160,5.1,6.7,中龄林,7油茶 1檫木 1樟木 1杉木,阔叶林,其他难燃阔叶林
43-421135-Y-02912,111.2854853051312,27.905168922882293,人工,0.8,1245,13.2,12,幼龄林,10柏木 ,针叶林,柏木林
43-423161-N-00722,111.06022967232745,27.634144069291082,人工,0.8,1005,11.3,13.5,近熟林,6杉木 2马尾松 2其它硬阔类 ,针叶林,杉木林
43-422131-Y-02854,111.00055538000807,27.941476930423885,人工,0.9,1620,10,14.3,中龄林,10杉木,针叶林,杉木林
43-422131-N-00647,111.10102618353564,27.922887351495955,人工,0.7,810,7.3,8.7,中龄林,8杉木 2其它硬阔类,针叶林,杉木林
43-424261-Y-03015,110.7976835956339,27.833397643375275,人工,0.6,1005,14.3,19.4,成、过熟林,6杉木 2马尾松 1柳杉 1其它硬阔类,针叶林,杉木林
43-424331-Y-02577,111.44916144992197,28.12112667372782,人工,0.35,330,13,16.9,成、过熟林,7杉木 2枫香 1马尾松 ,针叶林,杉木林
43-432163-Y-02748,111.40698445684906,28.01306552487624,人天混,0.7,1335,13.6,13.8,中龄林,6马尾松 3枫香 1其它硬阔类,针阔混交林,针叶针阔混交林
43-431163-Y-02749,111.48821276495671,28.012710907533105,人天混,0.8,1635,11,9.8,幼龄林,4柏木 2枫香 1其它软阔类 1棕榈 1杉木1光皮桦,针阔混交林,针叶针阔混交林
